NAME	Sample	GenesExpressed	HousekeepingGeneExpression	Type	Cellcycle	OPC-variable	OC-like	AC-like	OPC-like
MUV10-P12-D09	MUV10	3776	4.093379811	Malignant	-0.577764474	1.948754798	-0.231820337	-0.621933744	0.044672229
MUV10-P12-D11	MUV10	4661	4.011689678	Malignant	0.032215557	2.428291483	0.38588682	-1.002395963	0.444644831
MUV10-P12-E03	MUV10	6248	4.921501814	Malignant	-0.617004802	2.7495003	0.72143507	-0.435601534	-0.9399458
MUV10-P12-E07	MUV10	5424	3.865264654	Malignant	1.071182158	2.597737609	0.380400684	-0.323558887	-0.107030175
MUV10-P12-E08	MUV10	6827	4.874989582	Malignant	-0.077897006	1.282489151	0.237510215	-1.025674513	-0.9284767
MUV10-P12-E09	MUV10	4974	4.255619028	Malignant	0.449800805	1.813210881	0.398886615	-0.327985517	0.335898836
MUV10-P12-E12	MUV10	4316	4.170444739	Malignant	0.454293038	1.985393082	-0.246584428	-1.063948292	-1.257777562
MUV10-P12-F06	MUV10	4725	4.617484968	Malignant	0.330593064	1.281542954	-0.065917958	-0.272831251	-0.210963135
MUV10-P12-F07	MUV10	7638	4.546397413	Malignant	3.873684989	1.333194663	0.153731809	-1.098978225	-0.396831726
MUV10-P12-F08	MUV10	6288	4.42123447	Malignant	-0.796523171	1.853310256	0.750176181	-0.696955068	-1.418800973
MUV10-P12-F09	MUV10	5051	4.311121974	Malignant	2.074380736	1.975738667	-0.121435049	-0.353654111	-0.942272074
MUV10-P12-G03	MUV10	8071	4.890469024	Malignant	3.728656566	0.902577166	-0.517031113	-1.12606914	-1.237983456
MUV10-P12-G04	MUV10	4210	4.094277292	Malignant	-0.210343314	1.641664565	0.419417561	-0.448608769	0.433189783
MUV10-P12-G06	MUV10	4881	4.762814993	Malignant	1.81165629	0.50246344	0.914849353	-0.81336566	-0.033043048
MUV10-P12-G08	MUV10	3827	3.780639011	Malignant	-0.64220976	1.940056159	0.570452948	-0.728012496	-0.333241429
MUV10-P12-H01	MUV10	5727	4.68390199	Malignant	3.393808561	1.016963936	-0.27155614	-0.97192185	-1.105551504
MUV10-P12-H02	MUV10	4146	4.291774009	Malignant	0.030021175	1.237620918	-0.491430756	-0.342934506	0.757190297
MUV10-P12-H03	MUV10	4182	4.117597552	Malignant	-0.699038009	3.117220823	0.833318234	-0.124506571	-0.251464916
MUV10-P12-H05	MUV10	3274	4.532418078	Malignant	-0.503947759	2.027716688	0.470722065	-0.650471764	-1.416354941
MUV10-P12-H07	MUV10	5522	4.489968052	Malignant	-0.078567492	1.788007025	0.123361591	-0.178036248	0.595573688
MUV10-P12-H09	MUV10	3952	4.452705088	Malignant	0.934735426	1.849621908	-0.093764089	-0.180614815	-0.838416389
MUV10-P12-H10	MUV10	4580	4.849091093	Malignant	4.035246912	1.062226869	-0.101528699	0.060551849	-0.217733539
MUV10-P13-A04	MUV10	3072	4.508214754	Malignant	-0.220999705	2.33223494	0.858258553	-0.377443351	-0.683363851
MUV10-P13-B05	MUV10	4061	4.032104996	Malignant	0.53196354	1.608526816	0.826103762	-0.739042173	0.386967175
MUV10-P13-B06	MUV10	5693	4.435543778	Malignant	0.203036993	2.884264616	0.106010238	-0.106055863	-0.568193967
MUV10-P13-C01	MUV10	4981	3.696730399	Malignant	-0.042380148	2.624240535	0.954916351	-0.339356777	0.585851797
MUV10-P13-C02	MUV10	4738	4.348960796	Malignant	-0.306900165	2.46780199	0.302351072	-0.796351669	0.529836977
MUV10-P13-C03	MUV10	5300	4.326324356	Malignant	0.29958449	1.837602452	0.064595232	-0.888777608	1.245839167
MUV10-P13-C05	MUV10	3175	3.368332718	Malignant	-0.034846053	2.570916877	0.367959586	0.006121195	0.698610956
MUV10-P13-C10	MUV10	7641	4.874543564	Malignant	-0.334396064	1.781655094	0.460843111	-0.996055206	-0.486398507
MUV10-P13-D01	MUV10	2956	4.653370548	Malignant	3.481090341	1.653816887	0.660626173	-0.388523468	-1.309655894
MUV10-P13-D02	MUV10	4363	4.53871506	Malignant	3.493681624	1.083967093	0.088344406	-0.884888688	-1.232647885
MUV10-P13-D04	MUV10	3155	4.448915243	Malignant	2.737767088	1.522018242	-0.160717941	-0.1072431	-0.874073094
MUV10-P13-D11	MUV10	3934	4.217602264	Malignant	0.145869346	1.649986144	0.375700411	-0.454252432	-0.456016031
MUV10-P13-E02	MUV10	6454	4.991753177	Malignant	3.882840856	0.974245202	-0.504106031	-0.57098806	-1.021645431
MUV10-P13-E03	MUV10	6555	4.661599158	Malignant	1.293572659	1.881574737	0.187471313	-0.14959416	-0.464406156
MUV10-P13-E05	MUV10	6991	4.294432883	Malignant	3.732224697	1.9019077	-0.101276477	-0.757307646	-0.585908749
MUV10-P13-E06	MUV10	4182	4.762815899	Malignant	-0.264878596	2.297467174	0.499148365	-0.305870622	-0.499951853
MUV10-P13-F01	MUV10	4694	6.337448778	Malignant	-0.135154417	-1.335370096	-0.351242978	-0.13144138	0.257337349
MUV10-P13-F04	MUV10	3394	5.135792462	Malignant	2.911931652	1.134367902	-0.463234162	-0.822286818	-0.112533488
MUV10-P13-F06	MUV10	4366	3.877730003	Malignant	0.261437518	2.157060906	0.617200623	-0.021889974	-0.792107521
MUV10-P13-F07	MUV10	4775	4.77364874	Malignant	1.965786379	2.445384155	0.518987029	-0.837151764	-1.562914968
MUV10-P13-G01	MUV10	5756	4.51311965	Malignant	1.863673054	1.318336609	0.234841918	-1.070972857	-0.707254791
MUV10-P13-G03	MUV10	3769	4.167822146	Malignant	-0.504786262	2.500298866	1.235061741	-0.309770554	-0.52181695
MUV10-P13-G04	MUV10	6486	4.992336013	Malignant	0.721523142	1.65793934	-0.156993912	-0.993142152	-0.401491792
MUV10-P13-G05	MUV10	3407	3.502393806	Malignant	-0.240132634	3.670939077	0.692382812	-0.002803773	-0.391830526
MUV10-P13-G06	MUV10	6362	4.447413218	Malignant	2.031636853	1.576901381	0.818410399	-0.558589978	-1.1978435
MUV10-P13-G07	MUV10	5470	4.634062524	Malignant	1.468771411	1.660856872	0.065963909	-1.027714514	-0.752597796
MUV10-P13-G08	MUV10	3302	4.339653629	Malignant	-0.115875443	1.475659976	-0.376618795	-0.361683731	-0.691920602
MUV10-P13-G09	MUV10	6705	4.742675269	Malignant	0.057150778	1.447307791	-0.120732997	-0.966523737	-0.732200893
MUV10-P13-G11	MUV10	5178	4.276758245	Malignant	-0.555618686	2.381460912	0.207133846	-0.280320054	-1.166897424
MUV10-P13-G12	MUV10	4420	5.087340325	Malignant	4.812391618	1.280837363	-0.283889561	-0.535684761	0.257186294
MUV10-P13-H01	MUV10	7874	5.270514892	Malignant	4.087403701	1.182736772	-0.349994727	-1.423405031	-0.150279291
MUV10-P13-H03	MUV10	3006	2.95923394	Malignant	0.326782535	3.843148784	0.753994415	0.18828244	0.743910167
MUV10-P13-H05	MUV10	2831	3.902061128	Malignant	0.378637661	2.273890735	0.762218619	-0.48354966	-0.760633488
MUV10-P13-H06	MUV10	4111	4.412260453	Malignant	2.189874572	1.394031943	0.035298598	-0.356241932	-0.369512185
MUV10-P13-H08	MUV10	5630	4.250286565	Malignant	-0.110130218	1.330595054	-0.289052923	0.051338454	-1.275266069
MUV10-P13-H09	MUV10	7617	5.072458249	Malignant	4.187114635	0.881445186	0.43275785	-0.588500757	-0.691371897
MUV10-P13-H10	MUV10	4390	4.670544504	Malignant	4.872184631	1.45154069	0.492606683	-0.464575649	-0.995914004
MUV10-P13-H11	MUV10	6755	5.369593343	Malignant	0.140261312	0.978878994	-0.7046814	-1.34999796	-0.570916057
MUV10-P13-H12	MUV10	6498	4.735092644	Malignant	0.300610955	1.129940564	0.534766925	-0.870789394	-1.033985619
MUV5-P02-A04	MUV5	7630	3.877543831	Malignant	-0.787719359	0.998848502	1.74970478	-1.148960867	-0.356100327
MUV5-P02-A06	MUV5	5789	5.842590909	Malignant	0.387950268	-0.534453226	-0.659092943	-1.006712004	0.182669692
MUV5-P02-A09	MUV5	5066	4.957379126	Malignant	0.386820916	-1.099899916	-0.455557714	-0.067955462	2.507745916
MUV5-P02-A10	MUV5	8611	5.642417379	Malignant	3.7596338	-0.982005111	-0.676121942	-0.95643006	0.541789046
MUV5-P02-B01	MUV5	3265	5.767419607	Malignant	-0.128665364	-0.818657092	-0.037865077	-0.385171638	0.378362537
MUV5-P02-B05	MUV5	7672	5.321649141	Malignant	4.52090156	-1.25009275	-1.057419231	-1.061285664	-0.356840778
MUV5-P02-B07	MUV5	5126	5.901031749	Malignant	-0.290649005	-0.854424293	-0.3873068	-0.983929275	-0.528024356
MUV5-P02-C03	MUV5	4041	5.390763851	Malignant	0.583653769	-0.229831525	-0.002200285	-1.256933143	0.572252383
MUV5-P02-C04	MUV5	7655	5.710964835	Malignant	-0.946717209	-0.522615541	-0.46948966	-0.564852231	0.472938933
MUV5-P02-C06	MUV5	3222	4.016023267	Malignant	-0.149846832	-0.008608865	-0.222094446	5.547862505	-1.27843171
MUV5-P02-C08	MUV5	2526	5.301334184	Malignant	-0.250432947	-0.152487395	-0.165127268	-0.303047316	1.197336892
MUV5-P02-C09	MUV5	5990	5.75635569	Malignant	-0.43610825	-0.582477671	-0.032526152	-0.831522806	0.172631649
MUV5-P02-C11	MUV5	5597	5.957118531	Malignant	-0.727589445	-1.084342491	0.010508057	-0.662815174	0.335616245
MUV5-P02-D02	MUV5	4793	5.334896235	Malignant	-0.1913707	-0.908355084	0.286426598	-0.859454807	-0.245356103
MUV5-P02-D03	MUV5	3042	5.629489282	Malignant	-0.369612644	-0.529342747	-0.484821234	-0.604923632	1.089934062
MUV5-P02-D04	MUV5	5425	4.783449262	Malignant	-0.434523701	-0.399371699	-0.26509406	5.246753882	-1.846887081
MUV5-P02-D05	MUV5	3561	5.406995583	Malignant	-0.083305964	-0.696488761	-0.061494901	-0.903899839	-0.350167894
MUV5-P02-D07	MUV5	2884	5.626419991	Malignant	0.095450375	-1.176517488	-0.282464756	-0.762783413	0.32237631
MUV5-P02-D08	MUV5	5314	5.706269942	Malignant	-0.60572322	-0.524778239	0.04960861	-1.570969576	1.118221744
MUV5-P02-D09	MUV5	2636	5.747033813	Malignant	-0.410695511	-1.079586923	-0.838018238	-0.550705174	-0.44886422
MUV5-P02-D10	MUV5	6526	4.673867087	Malignant	-1.086787635	-0.690796819	4.033310758	-1.605731506	-2.753148965
MUV5-P02-D11	MUV5	4087	5.41650684	Malignant	1.113845423	-1.008255235	-1.069998466	-0.758598803	0.343293369
MUV5-P02-D12	MUV5	4270	5.834714836	Malignant	-0.782327489	-0.81250986	0.526604836	-0.779956279	-0.320922653
MUV5-P02-E01	MUV5	3487	5.893388375	Malignant	-0.486883892	-0.445200682	-0.581725091	-0.930696894	0.138561972
MUV5-P02-E03	MUV5	3626	4.390112878	Malignant	-0.490956941	-0.030394869	-0.400284305	5.542420626	-1.526052447
MUV5-P02-E04	MUV5	6812	5.945876681	Malignant	2.344946152	-0.966281952	-0.69768662	-1.391747123	-0.196626822
MUV5-P02-E06	MUV5	6233	3.819956696	Malignant	-0.843921988	-0.656259385	4.916210723	-1.500735091	-2.045596268
MUV5-P02-E07	MUV5	3210	5.647754562	Malignant	-0.43658039	-0.33468308	0.114482553	-0.982380672	0.53337114
MUV5-P02-E08	MUV5	3505	5.464085599	Malignant	-0.68732984	-0.185434307	0.543187462	-0.47863173	1.233839402
MUV5-P02-E09	MUV5	6985	5.448934203	Malignant	-0.840992541	-0.33843034	0.720871725	4.536091873	-1.470304919
MUV5-P02-E11	MUV5	5242	5.274902728	Malignant	-0.513278999	-0.692391403	-0.580882493	-1.023603121	-0.008409169
MUV5-P02-E12	MUV5	4674	5.766148091	Malignant	-0.199200196	-1.389817647	0.27885329	-1.468977607	-0.065683629
MUV5-P02-F01	MUV5	3430	5.053570245	Malignant	-0.557269317	-0.572089335	-0.528032058	-0.590350142	0.054067079
MUV5-P02-F02	MUV5	3850	5.76891244	Malignant	-0.362231779	-0.523202438	-0.691474481	-0.726506135	-0.594431662
MUV5-P02-F03	MUV5	5570	4.216682397	Malignant	-0.91428536	-1.067798909	3.739952314	-1.307549348	-2.053483018
MUV5-P02-F05	MUV5	2775	5.556695101	Malignant	-0.099343395	-1.676932836	-0.405532787	-0.707668276	0.242774932
MUV5-P02-F06	MUV5	4607	5.507456011	Malignant	-0.13754512	-0.447465417	0.117523333	-1.450200146	0.024852669
MUV5-P02-F07	MUV5	3486	5.833447088	Malignant	0.899403288	-0.871800957	-1.014914873	-1.523515479	0.607462485
MUV5-P02-F08	MUV5	6876	5.931532395	Malignant	-0.452929182	-0.092595219	-0.41279228	-1.270770811	0.326312302
MUV5-P02-F09	MUV5	7118	5.923541188	Malignant	-0.658738386	-0.681478197	-0.470431036	-1.134276921	1.185368326
MUV5-P02-F10	MUV5	7745	5.501950026	Malignant	1.236327296	-0.761655288	-0.482788997	-0.912491553	-0.02309535
MUV5-P02-F11	MUV5	5160	4.590836725	Malignant	-0.555303551	-0.032544387	-0.515929665	5.268370765	-2.08939146
MUV5-P02-F12	MUV5	2684	4.743688848	Malignant	0.035929128	-0.095920537	0.434966988	5.043984196	-0.637548686
MUV5-P02-G01	MUV5	3380	5.748957837	Malignant	0.175835713	-1.253059188	-0.567211825	-1.27408122	-0.107297303
MUV5-P02-G02	MUV5	3552	5.096434708	Malignant	4.393220027	0.309318623	0.120445279	-0.153851305	-0.621706531
MUV5-P02-G03	MUV5	3401	5.856516738	Malignant	-0.539923068	-0.964780832	-0.170214703	-0.802212174	0.178440119
MUV5-P02-G04	MUV5	3484	5.541389391	Malignant	-0.685891303	-0.772134318	-0.104224995	-1.425548457	1.514446888
MUV5-P02-G05	MUV5	3670	5.560794872	Malignant	-0.366640417	0.215390381	0.08730768	-0.71696788	1.481481758
MUV5-P02-G10	MUV5	6109	5.950944333	Malignant	-0.175206839	-1.376159656	0.270174339	-1.151445683	-0.495154071
MUV5-P02-G12	MUV5	4122	3.131177641	Oligodendrocyte	NA	NA	NA	NA	NA
MUV5-P02-H01	MUV5	4838	6.203684874	Malignant	-0.551741327	-0.948024767	0.046712632	-0.938447485	-0.251232457
MUV5-P02-H04	MUV5	7008	5.502972918	Malignant	-0.382316616	-1.000306905	0.446486939	-0.913558491	-0.223736814
MUV5-P02-H05	MUV5	4800	6.065919357	Filter	NA	NA	NA	NA	NA
MUV5-P02-H09	MUV5	7561	5.225000546	Malignant	2.963594743	-0.397809768	0.060806265	-1.674141942	-0.075087337
MUV5-P02-H11	MUV5	7303	5.461473662	Malignant	-0.617617809	-0.334458247	0.940072029	-1.07561342	-0.749839695
MUV5-P02-H12	MUV5	3328	4.546820047	Malignant	0.08160703	-0.687687713	4.354873139	-0.636674856	-2.333917879
MUV5-P03-A02	MUV5	2926	5.58588482	Malignant	0.001376661	-0.57922616	1.775932584	0.075098474	-1.700439462
MUV5-P03-A03	MUV5	2589	6.53499961	Malignant	0.026260386	-1.536168715	-0.482530378	-0.43190455	-0.435841654
MUV5-P03-A04	MUV5	4449	6.150034001	Malignant	-0.5157299	-0.949322831	-0.454918036	-0.78551226	0.432447319
MUV5-P03-A05	MUV5	2836	5.579307199	Malignant	-0.472180915	0.118860283	0.353903585	-0.549233119	0.288835338
MUV5-P03-A06	MUV5	3852	5.230155575	Malignant	-0.526694564	-0.515952963	-0.175428377	4.956484573	-1.200006554
MUV5-P03-A07	MUV5	3643	6.126233224	Malignant	-0.410860104	-0.170393592	-0.347424224	-0.875973385	0.276951655
MUV5-P03-A10	MUV5	3367	5.569381144	Malignant	4.361494066	-1.087431006	-0.705546162	-0.685391724	-0.622405117
MUV5-P03-B01	MUV5	5398	3.7116089	Malignant	-0.494429393	0.069791501	4.674038293	-1.215839671	-2.562765166
MUV5-P03-B02	MUV5	4380	5.912078468	Malignant	-0.71639751	-0.324973313	-0.156758526	-0.660153191	0.675020254
MUV5-P03-B03	MUV5	2786	5.765569922	Malignant	-0.203038638	-0.648631937	-0.436654124	4.856152459	-1.560964146
MUV5-P03-B04	MUV5	5134	6.155960594	Malignant	-0.393329343	-1.151403164	-0.11330011	-0.392770373	-0.118616723
MUV5-P03-B05	MUV5	3872	6.055979677	Malignant	-0.218948526	-0.938281227	-0.148918693	-0.553221196	0.660961297
MUV5-P03-B06	MUV5	5341	5.956925543	Malignant	0.696522706	-1.369626363	-1.298758824	-0.081256078	1.484744995
MUV5-P03-B07	MUV5	5138	6.04564844	Malignant	-0.466637807	-1.443744239	-0.21796188	-0.952716572	-0.310120043
MUV5-P03-B08	MUV5	4038	5.984297885	Malignant	-0.489798321	-1.074030697	-0.117855162	-1.068296748	-0.013058505
MUV5-P03-B09	MUV5	4512	5.774727741	Malignant	-0.977697319	0.059622887	-0.330291073	-0.755225315	0.942936593
MUV5-P03-B11	MUV5	3320	4.618592026	Malignant	-0.397075024	0.148007925	-0.005519302	5.913689081	-2.001763489
MUV5-P03-C01	MUV5	3525	5.522331589	Malignant	-0.431055723	-0.82427793	-0.245567614	5.319085679	-1.422021859
MUV5-P03-C02	MUV5	4485	6.077921034	Malignant	0.078009425	-0.621415559	-0.32212397	-1.122259527	-0.34795459
MUV5-P03-C03	MUV5	4878	3.931055976	Oligodendrocyte	NA	NA	NA	NA	NA
MUV5-P03-C04	MUV5	2590	3.628909749	Oligodendrocyte	NA	NA	NA	NA	NA
MUV5-P03-C05	MUV5	3722	5.876925446	Malignant	0.163061526	-0.196899641	-0.404052676	4.203577887	-1.206038884
MUV5-P03-C07	MUV5	4540	3.516265655	Oligodendrocyte	NA	NA	NA	NA	NA
MUV5-P03-C08	MUV5	3508	5.403260672	Malignant	0.862844259	0.002736065	0.171776145	-0.253942308	2.589127834
MUV5-P03-C09	MUV5	5138	5.893851471	Malignant	-0.506473895	-0.030466227	0.124289631	-0.866210458	0.510784483
MUV5-P03-C10	MUV5	3311	6.034964753	Malignant	-0.044256873	-0.666632042	-0.560214365	-0.515696482	-0.230957715
MUV5-P03-C11	MUV5	5494	6.076813813	Malignant	-0.8078056	-0.45655855	0.357601062	-1.198293977	0.425112836
MUV5-P03-D01	MUV5	4145	5.682393361	Malignant	4.603761973	-1.541582762	-1.113794245	-0.745194039	-0.458759146
MUV5-P03-D02	MUV5	2936	5.695618004	Malignant	0.548048503	-1.379238121	-0.872048979	3.800098098	-1.072945867
MUV5-P03-D03	MUV5	5656	6.007000995	Malignant	-0.817534401	-1.331218605	2.402452499	-1.318400302	-2.525464245
MUV5-P03-D05	MUV5	3813	5.853073798	Malignant	0.001320809	-0.411069675	-0.565661327	-0.253702657	0.732494763
MUV5-P03-D07	MUV5	4627	5.961057022	Malignant	-0.319235049	-1.228715672	-0.362134111	-1.2044281	-0.361631183
MUV5-P03-D08	MUV5	4315	4.968907526	Malignant	-0.249235936	-0.649665879	-0.089105281	4.980499139	-0.576933891
MUV5-P03-D09	MUV5	5087	5.596916441	Malignant	-0.740674495	0.307140262	0.113381935	-0.436681981	0.939171554
MUV5-P03-D11	MUV5	4640	5.596829161	Malignant	1.003180839	-0.399139469	-0.11280729	-0.591722061	1.144540325
MUV5-P03-D12	MUV5	5588	5.151358027	Malignant	3.939924314	-0.847992199	-0.916612997	-0.384994516	0.69662719
MUV5-P03-E01	MUV5	2653	5.433430178	Malignant	0.657212146	-0.711205592	0.03539329	-0.710833045	0.078033824
MUV5-P03-E03	MUV5	7495	5.697895084	Malignant	4.202018323	-1.001036625	-0.406921098	-1.168722352	0.541693958
MUV5-P03-E05	MUV5	3557	5.391265224	Malignant	0.164885861	-0.364133343	-0.234699058	-0.516967982	0.057696003
MUV5-P03-E07	MUV5	3513	5.524352964	Malignant	-0.679311956	-1.125741349	-0.240661211	-0.643817195	0.953096113
MUV5-P03-E08	MUV5	3505	5.479700101	Malignant	-0.098261716	-1.512089169	1.086922032	-0.931657354	0.688022339
MUV5-P03-E09	MUV5	2925	3.860328458	Malignant	-0.350200168	-0.4027027	-0.049167337	5.58541464	-0.024333991
MUV5-P03-E10	MUV5	4658	5.556632656	Malignant	0.084870662	-0.864204837	-0.061844256	-0.911479575	-0.48523508
MUV5-P03-E12	MUV5	3078	5.664758068	Malignant	-0.185977329	-0.676304173	-0.104919014	-1.131889306	0.121025017
MUV5-P03-F01	MUV5	4495	6.405096698	Malignant	-0.029461965	-0.265407139	-0.230566162	-0.879320352	0.146366854
MUV5-P03-F04	MUV5	3162	4.561682139	Malignant	0.106416534	-0.121839865	0.290911746	4.642905751	-1.751784414
MUV5-P03-F05	MUV5	6159	6.1383168	Malignant	-0.517407493	-1.113749804	0.697312105	-1.156936059	-1.16308376
MUV5-P03-F06	MUV5	4966	5.359479576	Malignant	-0.637942136	-0.586821345	3.49790577	-1.400158669	-2.293782625
MUV5-P03-F07	MUV5	3457	6.178753386	Malignant	-0.269502298	-0.776730862	-0.359665375	-0.75607385	0.720784252
MUV5-P03-F08	MUV5	3324	5.799982287	Malignant	-0.05220956	-0.391018749	-0.363929157	-0.995739964	-0.597308408
MUV5-P03-F09	MUV5	5265	6.091400852	Malignant	-0.240509078	-0.449700519	0.050876194	-1.160131951	0.02308627
MUV5-P03-F10	MUV5	5044	5.839539043	Malignant	-0.318684516	-1.089770476	-0.033250045	-0.802267669	-0.642903912
MUV5-P03-F11	MUV5	2681	6.029245584	Malignant	-0.239089352	-1.905704218	-0.204517816	-1.059115443	0.174103556
MUV5-P03-F12	MUV5	2751	3.648588487	Malignant	-0.453618074	-1.044476874	3.461625999	-0.836578278	-0.687690255
MUV5-P03-G10	MUV5	5198	5.875196258	Malignant	-0.052049879	-0.833504959	-0.351681532	-1.173120844	-0.060788405
MUV5-P03-G11	MUV5	5917	6.035471502	Malignant	-0.579210325	-1.036610746	-0.288700841	-1.05782048	-0.318090147
MUV5-P03-H07	MUV5	2711	5.702875353	Malignant	1.954141936	-0.884252168	-0.667550885	-0.742127191	0.654971342
MUV5-P03-H10	MUV5	3277	5.867486456	Malignant	0.045850438	-1.249695258	-0.465969715	-0.767791626	-2.00632252
MUV5-P03-H11	MUV5	4947	5.003764324	Malignant	-0.049366163	-1.4496169	3.383729878	-1.024306299	-2.816234578
MUV5-P04-A01	MUV5	4188	5.11401898	Oligodendrocyte	NA	NA	NA	NA	NA
MUV5-P04-A02	MUV5	4882	5.83394001	Malignant	-0.7347568	0.432860324	-0.620671184	-0.542058062	1.981113239
MUV5-P04-A03	MUV5	5495	6.204153146	Malignant	-0.741168365	-1.351162749	-0.906115335	-1.053704995	0.278658671
MUV5-P04-A04	MUV5	7715	6.219635216	Malignant	-0.973843513	-1.229235392	2.160264063	-1.38099851	-2.061427879
MUV5-P04-A07	MUV5	6490	5.748795245	Malignant	1.739297124	-1.334817305	-0.845280461	-1.488346949	0.275558665
MUV5-P04-A08	MUV5	4709	5.842521511	Malignant	-0.10473636	-0.359818605	0.246414856	-0.565493126	1.203302307
MUV5-P04-A09	MUV5	4441	5.980531129	Malignant	-0.544164295	-0.893143291	-0.458745738	-0.774470888	0.801076701
MUV5-P04-A11	MUV5	3865	5.57856873	Malignant	-0.462088177	-0.272670426	0.067128621	-0.964220248	1.310516424
MUV5-P04-A12	MUV5	4432	6.093085778	Malignant	-0.824672077	-0.38418865	-0.935368337	-0.730947441	1.151472729
MUV5-P04-B01	MUV5	6205	5.97867534	Malignant	-0.926709796	-0.430798609	0.409326149	-0.71175362	-0.225483307
MUV5-P04-B02	MUV5	6348	5.733189857	Malignant	-0.873011201	-0.444563904	-0.441948939	-1.012106966	1.188342694
MUV5-P04-B03	MUV5	3740	6.035017564	Malignant	-0.095330057	-0.865564746	0.367682801	-0.599274819	0.57143739
MUV5-P04-B09	MUV5	5020	5.743241324	Malignant	-0.237967382	-0.186809572	0.624337197	-0.998796562	-0.081838543
MUV5-P04-B11	MUV5	6280	5.287110509	Malignant	-0.439968764	-0.419402486	-0.073157037	4.751521116	-1.703851361
MUV5-P04-B12	MUV5	5956	6.224982098	Malignant	-0.450446915	-0.305283744	-0.567364581	-0.736454411	1.317943337
MUV5-P04-C01	MUV5	4346	4.167254073	Malignant	-0.638191066	2.655846223	0.811798184	0.013071332	-0.382618471
MUV5-P04-C03	MUV5	4839	5.964083822	Malignant	0.063339532	-0.702976938	-0.370239382	-1.279167141	0.287206405
MUV5-P04-C04	MUV5	5173	5.986456657	Malignant	-0.94509743	-0.039845387	-0.383135953	-0.782517705	1.496782585
MUV5-P04-C05	MUV5	4806	5.970562594	Malignant	-0.037259321	-0.38970751	-0.016312692	-0.938707629	0.314183663
MUV5-P04-C08	MUV5	5607	5.905221116	Malignant	-0.085628033	-0.032024372	-0.239787416	-1.353463078	0.127011661
MUV5-P04-C09	MUV5	5536	5.266341899	Malignant	-0.685468971	-0.173329736	-0.45224239	5.121751551	-0.705648547
MUV5-P04-C10	MUV5	5470	6.097182501	Malignant	-0.856338609	-0.568350812	-0.063166643	-1.152465158	1.360977298
MUV5-P04-C11	MUV5	5100	3.557386761	Oligodendrocyte	NA	NA	NA	NA	NA
MUV5-P04-C12	MUV5	3975	5.940765779	Malignant	-0.190728615	-0.868518944	0.020133912	-1.234549602	0.385898965
MUV5-P04-D01	MUV5	4466	6.028533896	Malignant	-0.03978138	-0.31469087	-0.747535769	-0.70680588	-0.103627302
MUV5-P04-D02	MUV5	4411	5.864703736	Malignant	-0.482354139	-0.701581619	0.133540658	-0.714597378	1.127509671
MUV5-P04-D03	MUV5	4857	3.958824108	Oligodendrocyte	NA	NA	NA	NA	NA
MUV5-P04-D04	MUV5	3753	5.215945055	Malignant	-0.874763665	-0.338890575	-0.260715024	5.510608135	-1.549305037
MUV5-P04-D05	MUV5	6992	5.933048866	Malignant	-0.982495059	-0.203863655	-0.079142916	-0.816297289	0.931969373
MUV5-P04-D06	MUV5	4655	5.744461723	Malignant	-0.933705689	-0.592654542	-0.64039975	-1.21090463	1.043088556
MUV5-P04-D07	MUV5	5835	5.076640317	Malignant	-0.942992813	-1.131419449	3.952354544	-1.299845353	-2.981547441
MUV5-P04-D08	MUV5	7678	5.912479704	Malignant	-0.613676628	-0.447833501	-0.249079471	-0.642368816	0.276524524
MUV5-P04-D09	MUV5	4546	6.135733239	Malignant	-0.247896431	-1.174493693	-1.022828791	-1.179646548	0.235571851
MUV5-P04-D10	MUV5	4638	6.094206599	Malignant	-0.662084491	-1.331036937	-0.073465043	-1.014129612	0.6991873
MUV5-P04-D11	MUV5	6237	5.863494216	Malignant	0.791778279	-0.602723466	-0.111362613	-1.112962163	0.664096974
MUV5-P04-D12	MUV5	5662	5.972316257	Malignant	1.026422762	-1.075690109	-0.0347838	-1.109590056	0.473868447
MUV5-P04-E02	MUV5	5409	6.01168002	Malignant	-0.376823551	-0.449940077	-0.885307955	-0.854585333	0.538175723
MUV5-P04-E03	MUV5	6308	5.61887814	Malignant	-0.872168706	-0.39305155	-0.539966606	4.163919631	-1.511788289
MUV5-P04-E04	MUV5	5803	5.403803622	Malignant	-0.713256764	-0.355737352	-0.35842041	5.051327745	-1.82786612
MUV5-P04-E05	MUV5	5754	6.003962049	Malignant	-0.822149242	-0.630480742	-0.06834536	-1.177195442	0.135828337
MUV5-P04-E06	MUV5	5047	5.469842846	Malignant	-0.347699078	-0.348759994	-0.190153103	4.535173231	-1.385366368
MUV5-P04-E07	MUV5	4650	5.733328974	Malignant	-0.259740438	-0.949100372	-1.033167146	-1.078396546	-0.271121908
MUV5-P04-E08	MUV5	6318	5.970509376	Malignant	-0.260380434	-0.206747115	-0.694700602	-0.973332943	1.106513803
MUV5-P04-E09	MUV5	4361	5.216938174	Malignant	-0.804218423	-0.347549985	-1.089207842	4.935400539	-1.205470018
MUV5-P04-E10	MUV5	7179	6.131894731	Malignant	-0.83450918	-0.819764405	-0.162520804	-0.852372594	0.730106961
